Support,Amine 1 or Additive 1,"1°, 2°, 3° Amine Ratio",MW or Mn (g/mol),Organic Content on Adsorbent Basis (%),N Content on Adsorbent Basis (mmol/g),Amine 2 or Additive 2,Additive 3,Amine 2 or Additive 2  to Amine 1 Ratio,Additive 3 to Amine 1 Ratio,OH to N ratio,BET Surface Area of Solid Support (m2g-1),Pore Volume of Solid Support (cm3g-1),Average Pore Diameters (nm),Relative Humidity (%),CO2 Concentration (vol%),Flow Rate (mL/min),Adsorption Time (min),Adsorption Temperature (℃),CO2 Capacity (mmol/g),Amine Efficiency (mmol/mmol)
MPC,PEHA,1:02:00,232,75.79,19.3,0,0,0,0,0,871,3,18.4,0,100,50,180,25,1.56,0.08
MPC,PEHA,1:02:00,232,75.79,19.3,0,0,0,0,0,871,3,18.4,0,100,50,180,50,2.01,0.1
MPC,PEHA,1:02:00,232,75.79,19.3,0,0,0,0,0,871,3,18.4,0,100,50,180,75,3.31,0.17
MPC,PEHA,1:02:00,232,75.79,19.3,0,0,0,0,0,871,3,18.4,0,100,50,180,100,3.37,0.17
MPC,PEHA,1:02:00,232,79.59,20.4,0,0,0,0,0,871,3,18.4,0,100,50,180,25,1.33,0.07
MPC,PEHA,1:02:00,232,79.59,20.4,0,0,0,0,0,871,3,18.4,0,100,50,180,50,1.94,0.09
MPC,PEHA,1:02:00,232,79.59,20.4,0,0,0,0,0,871,3,18.4,0,100,50,180,75,3.56,0.17
MPC,PEHA,1:02:00,232,79.59,20.4,0,0,0,0,0,871,3,18.4,0,100,50,180,100,3.73,0.18
MPC,PEHA,1:02:00,232,56.52,14.4,0,0,0,0,0,871,3,18.4,0,10,50,180,25,1.27,0.09
MPC,PEHA,1:02:00,232,66.67,17.1,0,0,0,0,0,871,3,18.4,0,10,50,180,50,1.82,0.11
MPC,PEHA,1:02:00,232,75.79,19.3,0,0,0,0,0,871,3,18.4,0,10,50,180,75,0.96,0.05
MPC,PEHA,1:02:00,232,79.59,20.4,0,0,0,0,0,871,3,18.4,0,10,50,180,100,0.82,0.04
PREHP2MG,AN-TEPA,01:05.5,189,41.91,11.09,0,0,0,0,0,500,1.2,17,0,100,100,200,30,4.38,0.4
PREHP2MG,AN-TEPA,1:04:00,242,35.75,8.86,0,0,0,0,0,500,1.2,17,0,100,100,200,30,4.37,0.49
PREHP2MG,AN-TEPA,0:05:00,295,30.22,7.17,0,0,0,0,0,500,1.2,17,0,100,100,200,30,3.55,0.5
PREHP2MG,AN-TEPA,0:04:01,384,33.86,7.05,0,0,0,0,0,500,1.2,17,0,100,100,200,30,2.61,0.37
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,30,0.56,0.07
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,50,0.4,0.05
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.27,0.04
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,30,0.68,0.08
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,50,0.72,0.09
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.43,0.05
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,30,1.11,0.1
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,50,1.38,0.13
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1245,1.02,3.63,0,15,50,60,70,0.97,0.09
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.23,0.03
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.25,0.03
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.41,0.06
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.27,0.04
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.48,0.06
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.56,0.07
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,30,0.39,0.03
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,50,0.51,0.05
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1525,1.92,5.3,0,15,50,60,70,0.73,0.07
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.5,0.06
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.34,0.04
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.2,0.02
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.56,0.06
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.41,0.05
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.29,0.04
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,30,0.78,0.07
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,50,0.55,0.05
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1527,2.77,10.5,0,15,50,60,70,0.29,0.03
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,30,0.65,0.09
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,50,0.82,0.11
MPC,BPEI,1.81:1.52:1,305,21.9,5.28,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,70,0.53,0.07
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,30,0.78,0.09
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,50,1,0.12
MPC,BPEI,1.81:1.52:1,305,32.5,7.84,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,70,0.62,0.07
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,30,1.41,0.14
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,50,1.58,0.15
MPC,BPEI,1.81:1.52:1,305,40.8,9.85,0,0,0,0,0,1952,1.8,3.79,0,15,50,60,70,1.1,0.11

